fetched_at,Imeino,Vehicle_No,Vehicle_Name,Company,Branch,Vehicletype,DeviceModel,Status,Power,IGN,GPS,Speed,Angle,course,Odometer,can_odometer,Latitude,Longitude,Location,POI,GPSActualTime,Datetime,Temperature,ExternalVolt,battery_percentage,satellite_count,gps_hdop,Fuel,AC,SOS,Immobilize_State,Door1,Door2,Door3,Door4,elock,Driver_First_Name,Driver_Middle_Name,Driver_Last_Name,Ibutton/RFID,Vin,mcc,mnc,cellid,lac,heartbeat,username,Altitude
2026-05-21T10:47:29,990000000002687,DEMO-2687,Demo Vehicle 2687,Demo Fleet,Branch-24,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,95,11,319,129557,0,-1.102687,36.708061,Mock Yard 24,,2026-05-21T10:48:55,2026-05-21T10:48:55,25,12.7,67,10,0.9,67,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2687,Test,User,TAG-2687,VINDEMO00002687,640,2,22687,587,1,demo-user,1267
2026-05-21T10:48:36,990000000002688,DEMO-2688,Demo Vehicle 2688,Demo Fleet,Branch-01,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,0,24,336,129568,0,-1.102688,36.708064,Mock Yard 01,,2026-05-21T10:49:00,2026-05-21T10:49:00,26,12.8,68,11,0.2,68,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2688,Test,User,TAG-2688,VINDEMO00002688,640,2,22688,588,0,demo-user,1268
2026-05-21T10:49:43,990000000002689,DEMO-2689,Demo Vehicle 2689,Demo Fleet,Branch-02,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,1,37,353,129579,0,-1.102689,36.708067,Mock Yard 02,,2026-05-21T10:50:05,2026-05-21T10:50:05,27,12.9,69,12,0.3,69,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2689,Test,User,TAG-2689,VINDEMO00002689,640,2,22689,589,1,demo-user,1269
2026-05-21T10:50:50,990000000002690,DEMO-2690,Demo Vehicle 2690,Demo Fleet,Branch-03,Truck,DEMO-TRACKER,STOP,ON,ON,OFF,2,50,10,129590,0,-1.102690,36.708070,Mock Yard 03,,2026-05-21T10:51:10,2026-05-21T10:51:10,28,12.0,70,8,0.4,70,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2690,Test,User,TAG-2690,VINDEMO00002690,640,2,22690,590,0,demo-user,1270
2026-05-21T10:51:57,990000000002691,DEMO-2691,Demo Vehicle 2691,Demo Fleet,Branch-04,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,3,63,27,129601,0,-1.102691,36.708073,Mock Yard 04,,2026-05-21T10:52:15,2026-05-21T10:52:15,20,12.1,71,9,0.5,71,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2691,Test,User,TAG-2691,VINDEMO00002691,640,2,22691,591,1,demo-user,1271
2026-05-21T10:52:04,990000000002692,DEMO-2692,Demo Vehicle 2692,Demo Fleet,Branch-05,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,4,76,44,129612,0,-1.102692,36.708076,Mock Yard 05,,2026-05-21T10:53:20,2026-05-21T10:53:20,21,12.2,72,10,0.6,72,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2692,Test,User,TAG-2692,VINDEMO00002692,640,2,22692,592,0,demo-user,1272
2026-05-21T10:53:11,990000000002693,DEMO-2693,Demo Vehicle 2693,Demo Fleet,Branch-06,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,5,89,61,129623,0,-1.102693,36.708079,Mock Yard 06,,2026-05-21T10:54:25,2026-05-21T10:54:25,22,12.3,73,11,0.7,73,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2693,Test,User,TAG-2693,VINDEMO00002693,640,2,22693,593,1,demo-user,1273
2026-05-21T10:54:18,990000000002694,DEMO-2694,Demo Vehicle 2694,Demo Fleet,Branch-07,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,6,102,78,129634,0,-1.102694,36.708082,Mock Yard 07,,2026-05-21T10:55:30,2026-05-21T10:55:30,23,12.4,74,12,0.8,74,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2694,Test,User,TAG-2694,VINDEMO00002694,640,2,22694,594,0,demo-user,1274
2026-05-21T10:55:25,990000000002695,DEMO-2695,Demo Vehicle 2695,Demo Fleet,Branch-08,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,7,115,95,129645,0,-1.102695,36.708085,Mock Yard 08,,2026-05-21T10:56:35,2026-05-21T10:56:35,24,12.5,75,8,0.9,75,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2695,Test,User,TAG-2695,VINDEMO00002695,640,2,22695,595,1,demo-user,1275
2026-05-21T10:56:32,990000000002696,DEMO-2696,Demo Vehicle 2696,Demo Fleet,Branch-09,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,8,128,112,129656,0,-1.102696,36.708088,Mock Yard 09,,2026-05-21T10:57:40,2026-05-21T10:57:40,25,12.6,76,9,0.2,76,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2696,Test,User,TAG-2696,VINDEMO00002696,640,2,22696,596,0,demo-user,1276
2026-05-21T10:57:39,990000000002697,DEMO-2697,Demo Vehicle 2697,Demo Fleet,Branch-10,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,9,141,129,129667,0,-1.102697,36.708091,Mock Yard 10,,2026-05-21T10:58:45,2026-05-21T10:58:45,26,12.7,77,10,0.3,77,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2697,Test,User,TAG-2697,VINDEMO00002697,640,2,22697,597,1,demo-user,1277
2026-05-21T10:58:46,990000000002698,DEMO-2698,Demo Vehicle 2698,Demo Fleet,Branch-11,Truck,DEMO-TRACKER,STOP,ON,ON,ON,10,154,146,129678,0,-1.102698,36.708094,Mock Yard 11,,2026-05-21T10:59:50,2026-05-21T10:59:50,27,12.8,78,11,0.4,78,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2698,Test,User,TAG-2698,VINDEMO00002698,640,2,22698,598,0,demo-user,1278
2026-05-21T10:59:53,990000000002699,DEMO-2699,Demo Vehicle 2699,Demo Fleet,Branch-12,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,11,167,163,129689,0,-1.102699,36.708097,Mock Yard 12,,2026-05-21T10:00:55,2026-05-21T10:00:55,28,12.9,79,12,0.5,79,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2699,Test,User,TAG-2699,VINDEMO00002699,640,2,22699,599,1,demo-user,1279
2026-05-21T10:00:00,990000000002700,DEMO-2700,Demo Vehicle 2700,Demo Fleet,Branch-13,Truck,DEMO-TRACKER,STOP,OFF,OFF,OFF,12,180,180,129700,0,-1.102700,36.708100,Mock Yard 13,,2026-05-21T10:01:00,2026-05-21T10:01:00,20,12.0,80,8,0.6,35,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2700,Test,User,TAG-2700,VINDEMO00002700,640,2,22700,500,0,demo-user,1100
2026-05-21T10:01:07,990000000002701,DEMO-2701,Demo Vehicle 2701,Demo Fleet,Branch-14,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,13,193,197,129711,0,-1.102701,36.708103,Mock Yard 14,,2026-05-21T10:02:05,2026-05-21T10:02:05,21,12.1,81,9,0.7,36,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2701,Test,User,TAG-2701,VINDEMO00002701,640,2,22701,501,1,demo-user,1101
2026-05-21T10:02:14,990000000002702,DEMO-2702,Demo Vehicle 2702,Demo Fleet,Branch-15,Truck,DEMO-TRACKER,STOP,ON,ON,ON,14,206,214,129722,0,-1.102702,36.708106,Mock Yard 15,,2026-05-21T10:03:10,2026-05-21T10:03:10,22,12.2,82,10,0.8,37,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2702,Test,User,TAG-2702,VINDEMO00002702,640,2,22702,502,0,demo-user,1102
2026-05-21T10:03:21,990000000002703,DEMO-2703,Demo Vehicle 2703,Demo Fleet,Branch-16,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,15,219,231,129733,0,-1.102703,36.708109,Mock Yard 16,,2026-05-21T10:04:15,2026-05-21T10:04:15,23,12.3,83,11,0.9,38,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2703,Test,User,TAG-2703,VINDEMO00002703,640,2,22703,503,1,demo-user,1103
2026-05-21T10:04:28,990000000002704,DEMO-2704,Demo Vehicle 2704,Demo Fleet,Branch-17,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,16,232,248,129744,0,-1.102704,36.708112,Mock Yard 17,,2026-05-21T10:05:20,2026-05-21T10:05:20,24,12.4,84,12,0.2,39,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2704,Test,User,TAG-2704,VINDEMO00002704,640,2,22704,504,0,demo-user,1104
2026-05-21T10:05:35,990000000002705,DEMO-2705,Demo Vehicle 2705,Demo Fleet,Branch-18,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,17,245,265,129755,0,-1.102705,36.708115,Mock Yard 18,,2026-05-21T10:06:25,2026-05-21T10:06:25,25,12.5,85,8,0.3,40,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2705,Test,User,TAG-2705,VINDEMO00002705,640,2,22705,505,1,demo-user,1105
2026-05-21T10:06:42,990000000002706,DEMO-2706,Demo Vehicle 2706,Demo Fleet,Branch-19,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,18,258,282,129766,0,-1.102706,36.708118,Mock Yard 19,,2026-05-21T10:07:30,2026-05-21T10:07:30,26,12.6,86,9,0.4,41,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2706,Test,User,TAG-2706,VINDEMO00002706,640,2,22706,506,0,demo-user,1106
2026-05-21T10:07:49,990000000002707,DEMO-2707,Demo Vehicle 2707,Demo Fleet,Branch-20,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,19,271,299,129777,0,-1.102707,36.708121,Mock Yard 20,,2026-05-21T10:08:35,2026-05-21T10:08:35,27,12.7,87,10,0.5,42,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2707,Test,User,TAG-2707,VINDEMO00002707,640,2,22707,507,1,demo-user,1107
2026-05-21T10:08:56,990000000002708,DEMO-2708,Demo Vehicle 2708,Demo Fleet,Branch-21,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,20,284,316,129788,0,-1.102708,36.708124,Mock Yard 21,,2026-05-21T10:09:40,2026-05-21T10:09:40,28,12.8,88,11,0.6,43,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2708,Test,User,TAG-2708,VINDEMO00002708,640,2,22708,508,0,demo-user,1108
2026-05-21T10:09:03,990000000002709,DEMO-2709,Demo Vehicle 2709,Demo Fleet,Branch-22,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,21,297,333,129799,0,-1.102709,36.708127,Mock Yard 22,,2026-05-21T10:10:45,2026-05-21T10:10:45,20,12.9,89,12,0.7,44,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2709,Test,User,TAG-2709,VINDEMO00002709,640,2,22709,509,1,demo-user,1109
2026-05-21T10:10:10,990000000002710,DEMO-2710,Demo Vehicle 2710,Demo Fleet,Branch-23,Truck,DEMO-TRACKER,STOP,ON,ON,OFF,22,310,350,129810,0,-1.102710,36.708130,Mock Yard 23,,2026-05-21T10:11:50,2026-05-21T10:11:50,21,12.0,90,8,0.8,45,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2710,Test,User,TAG-2710,VINDEMO00002710,640,2,22710,510,0,demo-user,1110
2026-05-21T10:11:17,990000000002711,DEMO-2711,Demo Vehicle 2711,Demo Fleet,Branch-24,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,23,323,7,129821,0,-1.102711,36.708133,Mock Yard 24,,2026-05-21T10:12:55,2026-05-21T10:12:55,22,12.1,91,9,0.9,46,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2711,Test,User,TAG-2711,VINDEMO00002711,640,2,22711,511,1,demo-user,1111
2026-05-21T10:12:24,990000000002712,DEMO-2712,Demo Vehicle 2712,Demo Fleet,Branch-01,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,24,336,24,129832,0,-1.102712,36.708136,Mock Yard 01,,2026-05-21T10:13:00,2026-05-21T10:13:00,23,12.2,92,10,0.2,47,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2712,Test,User,TAG-2712,VINDEMO00002712,640,2,22712,512,0,demo-user,1112
2026-05-21T10:13:31,990000000002713,DEMO-2713,Demo Vehicle 2713,Demo Fleet,Branch-02,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,25,349,41,129843,0,-1.102713,36.708139,Mock Yard 02,,2026-05-21T10:14:05,2026-05-21T10:14:05,24,12.3,93,11,0.3,48,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2713,Test,User,TAG-2713,VINDEMO00002713,640,2,22713,513,1,demo-user,1113
2026-05-21T10:14:38,990000000002714,DEMO-2714,Demo Vehicle 2714,Demo Fleet,Branch-03,Truck,DEMO-TRACKER,STOP,ON,ON,ON,26,2,58,129854,0,-1.102714,36.708142,Mock Yard 03,,2026-05-21T10:15:10,2026-05-21T10:15:10,25,12.4,94,12,0.4,49,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2714,Test,User,TAG-2714,VINDEMO00002714,640,2,22714,514,0,demo-user,1114
2026-05-21T10:15:45,990000000002715,DEMO-2715,Demo Vehicle 2715,Demo Fleet,Branch-04,Truck,DEMO-TRACKER,MOVING,OFF,ON,OFF,27,15,75,129865,0,-1.102715,36.708145,Mock Yard 04,,2026-05-21T10:16:15,2026-05-21T10:16:15,26,12.5,95,8,0.5,50,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2715,Test,User,TAG-2715,VINDEMO00002715,640,2,22715,515,1,demo-user,1115
2026-05-21T10:16:52,990000000002716,DEMO-2716,Demo Vehicle 2716,Demo Fleet,Branch-05,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,28,28,92,129876,0,-1.102716,36.708148,Mock Yard 05,,2026-05-21T10:17:20,2026-05-21T10:17:20,27,12.6,96,9,0.6,51,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2716,Test,User,TAG-2716,VINDEMO00002716,640,2,22716,516,0,demo-user,1116
2026-05-21T10:17:59,990000000002717,DEMO-2717,Demo Vehicle 2717,Demo Fleet,Branch-06,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,29,41,109,129887,0,-1.102717,36.708151,Mock Yard 06,,2026-05-21T10:18:25,2026-05-21T10:18:25,28,12.7,97,10,0.7,52,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2717,Test,User,TAG-2717,VINDEMO00002717,640,2,22717,517,1,demo-user,1117
2026-05-21T10:18:06,990000000002718,DEMO-2718,Demo Vehicle 2718,Demo Fleet,Branch-07,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,30,54,126,129898,0,-1.102718,36.708154,Mock Yard 07,,2026-05-21T10:19:30,2026-05-21T10:19:30,20,12.8,98,11,0.8,53,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2718,Test,User,TAG-2718,VINDEMO00002718,640,2,22718,518,0,demo-user,1118
2026-05-21T10:19:13,990000000002719,DEMO-2719,Demo Vehicle 2719,Demo Fleet,Branch-08,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,31,67,143,129909,0,-1.102719,36.708157,Mock Yard 08,,2026-05-21T10:20:35,2026-05-21T10:20:35,21,12.9,99,12,0.9,54,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2719,Test,User,TAG-2719,VINDEMO00002719,640,2,22719,519,1,demo-user,1119
2026-05-21T10:20:20,990000000002720,DEMO-2720,Demo Vehicle 2720,Demo Fleet,Branch-09,Truck,DEMO-TRACKER,STOP,ON,OFF,OFF,32,80,160,129920,0,-1.102720,36.708160,Mock Yard 09,,2026-05-21T10:21:40,2026-05-21T10:21:40,22,12.0,60,8,0.2,55,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2720,Test,User,TAG-2720,VINDEMO00002720,640,2,22720,520,0,demo-user,1120
2026-05-21T10:21:27,990000000002721,DEMO-2721,Demo Vehicle 2721,Demo Fleet,Branch-10,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,33,93,177,129931,0,-1.102721,36.708163,Mock Yard 10,,2026-05-21T10:22:45,2026-05-21T10:22:45,23,12.1,61,9,0.3,56,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2721,Test,User,TAG-2721,VINDEMO00002721,640,2,22721,521,1,demo-user,1121
2026-05-21T10:22:34,990000000002722,DEMO-2722,Demo Vehicle 2722,Demo Fleet,Branch-11,Truck,DEMO-TRACKER,STOP,ON,ON,ON,34,106,194,129942,0,-1.102722,36.708166,Mock Yard 11,,2026-05-21T10:23:50,2026-05-21T10:23:50,24,12.2,62,10,0.4,57,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2722,Test,User,TAG-2722,VINDEMO00002722,640,2,22722,522,0,demo-user,1122
2026-05-21T10:23:41,990000000002723,DEMO-2723,Demo Vehicle 2723,Demo Fleet,Branch-12,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,35,119,211,129953,0,-1.102723,36.708169,Mock Yard 12,,2026-05-21T10:24:55,2026-05-21T10:24:55,25,12.3,63,11,0.5,58,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2723,Test,User,TAG-2723,VINDEMO00002723,640,2,22723,523,1,demo-user,1123
2026-05-21T10:24:48,990000000002724,DEMO-2724,Demo Vehicle 2724,Demo Fleet,Branch-13,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,36,132,228,129964,0,-1.102724,36.708172,Mock Yard 13,,2026-05-21T10:25:00,2026-05-21T10:25:00,26,12.4,64,12,0.6,59,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2724,Test,User,TAG-2724,VINDEMO00002724,640,2,22724,524,0,demo-user,1124
2026-05-21T10:25:55,990000000002725,DEMO-2725,Demo Vehicle 2725,Demo Fleet,Branch-14,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,37,145,245,129975,0,-1.102725,36.708175,Mock Yard 14,,2026-05-21T10:26:05,2026-05-21T10:26:05,27,12.5,65,8,0.7,60,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2725,Test,User,TAG-2725,VINDEMO00002725,640,2,22725,525,1,demo-user,1125
2026-05-21T10:26:02,990000000002726,DEMO-2726,Demo Vehicle 2726,Demo Fleet,Branch-15,Truck,DEMO-TRACKER,STOP,ON,ON,ON,38,158,262,129986,0,-1.102726,36.708178,Mock Yard 15,,2026-05-21T10:27:10,2026-05-21T10:27:10,28,12.6,66,9,0.8,61,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2726,Test,User,TAG-2726,VINDEMO00002726,640,2,22726,526,0,demo-user,1126
2026-05-21T10:27:09,990000000002727,DEMO-2727,Demo Vehicle 2727,Demo Fleet,Branch-16,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,39,171,279,129997,0,-1.102727,36.708181,Mock Yard 16,,2026-05-21T10:28:15,2026-05-21T10:28:15,20,12.7,67,10,0.9,62,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2727,Test,User,TAG-2727,VINDEMO00002727,640,2,22727,527,1,demo-user,1127
2026-05-21T10:28:16,990000000002728,DEMO-2728,Demo Vehicle 2728,Demo Fleet,Branch-17,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,40,184,296,130008,0,-1.102728,36.708184,Mock Yard 17,,2026-05-21T10:29:20,2026-05-21T10:29:20,21,12.8,68,11,0.2,63,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2728,Test,User,TAG-2728,VINDEMO00002728,640,2,22728,528,0,demo-user,1128
2026-05-21T10:29:23,990000000002729,DEMO-2729,Demo Vehicle 2729,Demo Fleet,Branch-18,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,41,197,313,130019,0,-1.102729,36.708187,Mock Yard 18,,2026-05-21T10:30:25,2026-05-21T10:30:25,22,12.9,69,12,0.3,64,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2729,Test,User,TAG-2729,VINDEMO00002729,640,2,22729,529,1,demo-user,1129
2026-05-21T10:30:30,990000000002730,DEMO-2730,Demo Vehicle 2730,Demo Fleet,Branch-19,Truck,DEMO-TRACKER,STOP,OFF,ON,OFF,42,210,330,130030,0,-1.102730,36.708190,Mock Yard 19,,2026-05-21T10:31:30,2026-05-21T10:31:30,23,12.0,70,8,0.4,65,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2730,Test,User,TAG-2730,VINDEMO00002730,640,2,22730,530,0,demo-user,1130
2026-05-21T10:31:37,990000000002731,DEMO-2731,Demo Vehicle 2731,Demo Fleet,Branch-20,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,43,223,347,130041,0,-1.102731,36.708193,Mock Yard 20,,2026-05-21T10:32:35,2026-05-21T10:32:35,24,12.1,71,9,0.5,66,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2731,Test,User,TAG-2731,VINDEMO00002731,640,2,22731,531,1,demo-user,1131
2026-05-21T10:32:44,990000000002732,DEMO-2732,Demo Vehicle 2732,Demo Fleet,Branch-21,Truck,DEMO-TRACKER,STOP,ON,OFF,ON,44,236,4,130052,0,-1.102732,36.708196,Mock Yard 21,,2026-05-21T10:33:40,2026-05-21T10:33:40,25,12.2,72,10,0.6,67,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2732,Test,User,TAG-2732,VINDEMO00002732,640,2,22732,532,0,demo-user,1132
2026-05-21T10:33:51,990000000002733,DEMO-2733,Demo Vehicle 2733,Demo Fleet,Branch-22,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,45,249,21,130063,0,-1.102733,36.708199,Mock Yard 22,,2026-05-21T10:34:45,2026-05-21T10:34:45,26,12.3,73,11,0.7,68,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2733,Test,User,TAG-2733,VINDEMO00002733,640,2,22733,533,1,demo-user,1133
2026-05-21T10:34:58,990000000002734,DEMO-2734,Demo Vehicle 2734,Demo Fleet,Branch-23,Truck,DEMO-TRACKER,STOP,ON,ON,ON,46,262,38,130074,0,-1.102734,36.708202,Mock Yard 23,,2026-05-21T10:35:50,2026-05-21T10:35:50,27,12.4,74,12,0.8,69,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2734,Test,User,TAG-2734,VINDEMO00002734,640,2,22734,534,0,demo-user,1134
2026-05-21T10:35:05,990000000002735,DEMO-2735,Demo Vehicle 2735,Demo Fleet,Branch-24,Truck,DEMO-TRACKER,MOVING,ON,ON,OFF,47,275,55,130085,0,-1.102735,36.708205,Mock Yard 24,,2026-05-21T10:36:55,2026-05-21T10:36:55,28,12.5,75,8,0.9,70,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2735,Test,User,TAG-2735,VINDEMO00002735,640,2,22735,535,1,demo-user,1135
2026-05-21T10:36:12,990000000002736,DEMO-2736,Demo Vehicle 2736,Demo Fleet,Branch-01,Truck,DEMO-TRACKER,STOP,OFF,OFF,ON,48,288,72,130096,0,-1.102736,36.708208,Mock Yard 01,,2026-05-21T10:37:00,2026-05-21T10:37:00,20,12.6,76,9,0.2,71,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2736,Test,User,TAG-2736,VINDEMO00002736,640,2,22736,536,0,demo-user,1136
2026-05-21T10:37:19,990000000002737,DEMO-2737,Demo Vehicle 2737,Demo Fleet,Branch-02,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,49,301,89,130107,0,-1.102737,36.708211,Mock Yard 02,,2026-05-21T10:38:05,2026-05-21T10:38:05,21,12.7,77,10,0.3,72,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2737,Test,User,TAG-2737,VINDEMO00002737,640,2,22737,537,1,demo-user,1137
2026-05-21T10:38:26,990000000002738,DEMO-2738,Demo Vehicle 2738,Demo Fleet,Branch-03,Truck,DEMO-TRACKER,STOP,ON,ON,ON,50,314,106,130118,0,-1.102738,36.708214,Mock Yard 03,,2026-05-21T10:39:10,2026-05-21T10:39:10,22,12.8,78,11,0.4,73,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2738,Test,User,TAG-2738,VINDEMO00002738,640,2,22738,538,0,demo-user,1138
2026-05-21T10:39:33,990000000002739,DEMO-2739,Demo Vehicle 2739,Demo Fleet,Branch-04,Truck,DEMO-TRACKER,MOVING,OFF,ON,ON,51,327,123,130129,0,-1.102739,36.708217,Mock Yard 04,,2026-05-21T10:40:15,2026-05-21T10:40:15,23,12.9,79,12,0.5,74,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2739,Test,User,TAG-2739,VINDEMO00002739,640,2,22739,539,1,demo-user,1139
2026-05-21T10:40:40,990000000002740,DEMO-2740,Demo Vehicle 2740,Demo Fleet,Branch-05,Truck,DEMO-TRACKER,STOP,ON,OFF,OFF,52,340,140,130140,0,-1.102740,36.708220,Mock Yard 05,,2026-05-21T10:41:20,2026-05-21T10:41:20,24,12.0,80,8,0.6,75,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2740,Test,User,TAG-2740,VINDEMO00002740,640,2,22740,540,0,demo-user,1140
2026-05-21T10:41:47,990000000002741,DEMO-2741,Demo Vehicle 2741,Demo Fleet,Branch-06,Truck,DEMO-TRACKER,MOVING,ON,ON,ON,53,353,157,130151,0,-1.102741,36.708223,Mock Yard 06,,2026-05-21T10:42:25,2026-05-21T10:42:25,25,12.1,81,9,0.7,76,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2741,Test,User,TAG-2741,VINDEMO00002741,640,2,22741,541,1,demo-user,1141
2026-05-21T10:42:54,990000000002742,DEMO-2742,Demo Vehicle 2742,Demo Fleet,Branch-07,Truck,DEMO-TRACKER,STOP,OFF,ON,ON,54,6,174,130162,0,-1.102742,36.708226,Mock Yard 07,,2026-05-21T10:43:30,2026-05-21T10:43:30,26,12.2,82,10,0.8,77,OFF,OFF,OFF,CLOSED,CLOSED,CLOSED,CLOSED,OFF,Driver2742,Test,User,TAG-2742,VINDEMO00002742,640,2,22742,542,0,demo-user,1142
